,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
55,178.31004,176.31668,176.89543,177.62509,179.99629,176.02197,179.79793,179.13187,179.9539,180.91637,174.53824,182.32776,182.10428,182.49452,179.60526,181.74841,179.71303,179.05014,182.83734,179.44205,182.01743,153.6914,180.77664,177.58234
56,435.84625,417.335,392.86057,396.79282,395.66568,396.0812,397.18787,387.497,377.73807,349.74515,337.74283,317.29706,307.07816,292.25018,282.70807,271.11703,265.37976,262.0956,248.92564,239.25479,231.84363,228.91258,230.3663,227.774
57,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241
58,182.39328,183.42249,181.24059,181.1813,186.13828,180.94289,183.84604,185.5135,183.3332,182.71913,183.63893,182.86865,182.9572,182.27513,182.75352,180.99843,193.447,201.91423,214.35701,226.21768,235.17188,247.23029,265.5025,277.6965
59,181.70183,184.18729,180.32121,183.10803,180.62587,184.5785,179.99844,183.11761,179.82889,180.88635,182.27596,180.94246,181.90842,182.76643,181.63794,181.04651,181.54741,182.37503,181.63455,184.94257,180.99617,181.91502,182.1015,181.06921
60,138.55519,140.14464,140.51758,140.9732,140.74463,141.50015,295.2769,146.72566,147.9089,138.9029,139.05472,139.34047,143.25122,139.20792,140.68193,138.51903,139.89763,140.78828,139.9775,140.14748,140.09904,140.39993,139.98283,142.41685
61,345.89868,324.65292,309.66626,305.95328,292.17444,266.25793,255.5844,254.48721,253.25638,246.11302,243.21742,242.5754,246.80434,254.8633,283.0239,286.73636,288.69388,288.44193,306.0024,325.24457,315.11017,302.864,291.30936,262.0745
62,235.9454,219.79826,205.23282,191.8894,181.44495,184.91928,185.71713,182.67035,182.15305,185.80417,183.72116,183.56749,183.09683,182.28111,185.53531,184.64119,183.89874,184.36765,183.43713,183.0269,185.78282,184.74284,185.83545,183.45233
63,179.05748,185.79636,185.33456,184.14964,183.72775,180.42255,184.59012,181.4194,183.16084,183.8559,184.59311,182.83946,183.23499,182.53775,184.80911,182.18547,183.88017,182.67828,184.53848,179.89294,183.49327,185.45877,182.41635,182.49355
64,181.7596,180.80801,180.2365,181.12369,179.59529,180.18323,181.35033,177.05458,180.85469,178.94638,181.76158,181.95703,180.54845,182.09094,180.86766,180.55212,180.17822,178.07399,180.056,181.73625,177.7992,180.62679,181.21806,182.316
65,354.84326,355.9147,352.74796,342.97726,344.45807,334.84482,308.71725,308.6632,296.2634,295.34076,289.59406,277.3483,268.60248,266.89267,267.83698,253.1793,253.34254,252.5959,248.0926,234.94316,234.44897,238.31847,235.88493,226.83142
66,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241
67,176.5244,146.77733,145.985,146.85287,146.30408,144.28743,146.33867,146.07582,147.32405,147.5326,144.26529,147.33852,145.39404,145.51457,147.90308,143.90294,145.95157,146.40222,145.90962,144.52472,146.90984,144.22536,144.82434,144.25931
68,178.931,179.92241,181.62875,179.10591,180.69395,178.42465,180.65627,180.75653,180.69061,178.04083,176.92,180.44226,179.30867,181.8057,179.33205,179.83968,181.36615,183.12515,181.98671,179.49336,176.81523,181.82695,182.19984,177.70596
69,179.31026,179.48985,177.84138,180.59549,181.43698,181.62466,178.33049,182.55379,180.13272,179.83034,179.0705,179.6303,178.37183,179.82933,179.31534,176.13373,180.34122,180.20023,180.30968,179.34978,180.80594,181.8752,179.77678,178.65613
70,181.9553,181.14326,182.13774,182.93993,179.8052,183.22589,180.26479,182.06424,181.40094,178.05998,181.09296,179.48457,181.4476,180.09563,179.21436,179.32402,178.79651,180.53925,180.67259,179.6726,182.02202,179.40596,179.368,179.72964
71,301.4848,292.54156,282.65216,259.8704,239.78247,222.84164,214.3406,199.09262,192.74817,178.03548,180.55501,179.43756,176.56998,177.9819,176.89095,178.60924,178.11485,178.89012,179.10217,179.98582,180.66245,180.34192,180.28883,180.84784
72,177.25882,180.80484,181.12457,180.57178,181.84764,181.04114,179.60191,181.479,180.0138,180.85498,180.60593,180.0788,181.33313,179.9698,181.85992,180.97333,181.14423,182.39767,179.76352,179.98518,181.69936,182.05974,178.29773,179.9645
73,289.91837,293.1126,290.33606,293.8478,296.47794,292.2591,284.5696,276.6772,264.93625,258.8503,251.1082,239.67499,241.8982,230.28423,220.97914,200.92023,198.52473,192.8535,180.841,178.77966,182.11047,180.89444,183.4874,181.74341
74,181.55765,180.15707,176.04613,176.43712,177.07762,174.79832,177.74086,178.36879,176.58908,174.20494,174.0997,175.30183,176.19743,178.06819,176.88347,175.52553,176.2294,177.08237,177.06348,175.43417,175.26112,174.59297,178.06462,176.78969
75,180.20871,181.39038,179.97774,181.74693,181.84679,181.11824,180.8891,181.29185,181.03548,181.88243,180.93979,178.72173,182.00189,180.39192,181.18376,180.95862,181.43277,181.91835,181.53679,183.13174,179.4689,182.01088,180.31245,180.53937
76,346.44684,355.58444,369.51138,390.07745,406.16895,409.67865,412.10098,389.99854,344.50662,318.67688,315.61703,315.48636,308.08722,307.80734,284.3609,278.0597,274.9471,268.87875,268.83655,274.72928,264.0069,245.03937,233.5043,218.44261
77,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241,178.03241
78,141.07066,141.18776,140.67741,139.31339,141.11389,141.05312,142.48093,141.63516,141.06247,140.26363,139.84018,142.80898,138.87042,139.22455,140.04645,140.07445,141.33183,138.79347,141.5572,140.09445,139.33517,141.46016,140.6533,140.82367
79,178.18193,177.43924,177.8528,178.42969,175.34962,178.43857,176.83662,177.5112,180.8762,180.95665,179.8081,179.09077,182.19124,179.70813,177.38553,176.59236,175.09657,177.4575,179.54396,179.09692,180.13896,176.84555,181.96533,184.47856
80,179.06949,176.63118,177.83867,176.7059,177.30588,179.36838,177.63083,177.3263,176.53578,176.32776,181.03174,177.19498,179.55374,176.809,175.67702,176.4509,176.58357,179.72993,177.00316,178.72806,176.87259,176.21368,176.8307,177.10675
81,175.05898,176.59233,176.83957,178.50568,177.52602,177.0942,177.32727,176.73863,176.31471,175.55978,174.96799,174.76054,173.38914,172.5178,176.39006,179.93292,177.22824,181.81506,177.54366,178.60611,177.81241,176.56721,180.52983,179.32071
82,235.81055,216.28465,204.17375,187.2448,178.39308,180.11415,178.42218,179.93715,181.45879,179.11185,179.23398,181.51161,179.46887,181.72644,181.19185,183.8739,181.89381,181.865,179.49759,183.51071,180.78586,182.91405,181.71387,181.6672
83,294.58838,287.90433,281.2485,274.716,269.38754,273.031,271.4772,273.55878,268.8935,302.97354,312.30035,323.87244,354.88373,379.53882,408.77914,410.06006,419.924,426.13303,433.30634,417.6035,396.1463,367.7547,360.29376,365.44122
84,141.8124,143.0032,141.07318,142.46039,141.50482,142.41241,143.09741,143.20055,142.08464,144.7491,144.1017,142.82794,141.73506,143.56712,145.93146,143.69695,142.90329,147.04866,145.6627,144.4817,146.55833,144.94269,177.399,175.02682
85,178.77257,177.48627,180.1107,178.64241,177.78825,177.80634,178.78596,178.88448,176.68193,177.99675,176.46124,180.35721,177.2129,178.4352,175.95493,179.5388,177.00192,178.44644,176.54102,179.32661,177.09254,178.4637,176.82753,177.78435
86,340.0828,339.1421,325.6837,329.94193,348.6555,351.18497,360.97482,361.11765,363.77884,374.36963,390.23022,397.57053,391.54126,410.01685,406.21045,402.31152,408.15192,403.65295,408.54398,418.4587,426.80515,431.7707,432.23608,429.46527
87,178.10764,176.43541,176.65114,175.28912,176.75209,174.8393,175.26663,176.70367,174.74716,183.42247,188.96661,197.17711,196.47557,207.98013,209.99738,218.76949,220.35172,230.85825,236.3525,237.92284,237.57811,246.9806,246.51894,247.96307
88,183.48091,182.1805,184.25183,180.944,181.12566,180.75635,183.02692,182.21765,180.96886,183.6779,182.55446,185.08429,182.92488,184.02626,182.65623,185.19815,181.96251,184.54736,182.762,185.55217,181.37752,183.53488,181.31363,183.45746
89,181.62097,178.39021,180.92606,180.69669,182.87752,181.50912,179.2896,177.7769,177.43875,178.53357,181.55704,181.20258,181.44487,181.44807,182.20177,183.50616,183.19421,178.4838,182.83551,180.25151,181.3288,179.03993,179.00224,180.50519
90,181.52571,181.28271,184.21283,182.55452,183.02315,180.03856,180.3101,184.68553,180.9588,183.54828,180.8209,182.72606,181.2773,182.33502,182.85226,181.99843,181.9875,183.25769,181.8401,183.18349,181.54012,182.2279,178.86449,183.96335
91,179.85141,180.07605,174.92502,178.73698,178.74936,179.84898,177.50128,176.00453,179.00812,180.81564,178.20485,178.39255,179.28967,179.87675,176.68971,179.52203,179.8204,178.91615,179.54514,176.33324,176.9069,178.52356,176.51822,176.257
92,177.05232,179.29861,176.82901,178.85358,179.35364,177.99568,176.59966,179.35672,177.65623,177.67735,180.06274,178.61179,180.89511,177.84024,178.31548,176.72517,179.31075,178.04855,179.52965,176.89194,179.96013,177.17703,179.7903,177.8624
93,304.1078,308.59372,301.92953,302.7495,271.57718,259.99722,238.57298,220.24767,211.16371,209.46779,225.8166,250.46696,278.01593,319.54837,334.2918,350.31375,346.5017,346.38254,348.32166,329.02203,308.93854,287.30933,269.5943,237.20691
94,145.94969,145.69962,144.0222,144.44713,146.97043,145.40132,145.57817,147.06625,145.9778,146.62157,147.31299,144.57755,146.35616,146.82523,145.5337,145.12483,147.28932,144.2718,146.38515,143.41681,146.04622,145.40063,146.83888,146.2188
95,180.57414,179.55002,179.97084,179.60617,180.17184,178.39955,178.39758,179.45581,177.71477,179.60548,177.75084,178.42123,177.86797,181.01056,180.7983,181.86494,178.41481,180.72818,179.36299,182.39696,179.44032,182.02977,180.05614,182.12852
96,179.01357,183.69456,181.89998,181.70183,184.18729,180.32121,183.10803,180.62587,184.5785,179.99844,183.11761,179.82889,180.88635,182.27596,180.94246,181.90842,182.76643,181.63794,181.04651,181.54741,182.37503,181.63455,184.94257,180.99617
97,184.36382,182.57088,180.87566,182.34329,183.59013,182.29724,180.75658,185.55455,181.37978,182.53627,182.5042,181.15376,182.45267,181.37134,182.58751,183.35204,182.08897,180.75684,182.76271,182.63293,182.75822,180.69775,185.69148,183.56886
98,182.48697,183.66203,181.70659,184.01509,183.36478,181.19324,183.25974,178.95871,180.3075,182.98303,182.77423,183.45459,182.20094,182.47264,183.7579,181.05717,183.61368,183.62917,184.45593,183.06711,183.2731,182.91708,183.4148,181.74626
99,175.57784,174.20108,173.2709,175.58209,180.01457,175.2377,178.19594,176.02919,178.04329,175.43396,176.36133,176.7665,178.47267,178.62927,180.18634,176.92125,180.33241,179.45409,181.23538,179.34102,179.88063,180.42023,186.16638,182.16414
100,144.85002,147.23625,146.28987,147.40796,146.13171,146.03188,144.42744,144.85974,146.03,146.2723,145.98486,145.16153,144.5221,143.3993,144.66342,146.09341,146.62122,145.29027,144.51695,143.02895,144.55066,145.90735,147.4603,146.43222
101,142.56053,144.28677,143.10098,142.60689,144.60513,142.2623,143.35675,142.42642,143.33734,140.65012,142.32484,143.0293,141.69395,142.4684,143.17438,142.72733,143.24893,142.772,144.29529,142.36182,142.5799,144.53593,140.11679,143.18451
102,180.79817,178.48459,180.25424,178.19527,179.49886,178.14905,180.46906,180.84106,180.53148,180.67302,179.50264,179.43224,178.50276,179.16687,178.57314,179.74303,179.15834,180.54678,181.04106,178.6509,181.13177,178.76492,180.26637,178.66386
103,178.15584,180.10535,181.39642,177.11275,181.58945,177.95981,179.05283,178.94887,180.08636,180.20375,178.65637,176.44937,178.98676,177.70601,180.18388,179.23775,179.858,179.75255,178.67831,180.25401,179.99815,177.19191,179.5227,180.14848
104,181.1333,181.9963,179.7268,181.50966,181.21942,179.82867,181.35112,181.17993,182.73718,183.18655,184.0708,181.26984,179.93488,181.17245,184.66621,184.69977,185.7496,173.45583,172.30469,174.10002,175.0876,174.52267,173.60713,175.42273
105,238.05421,251.70076,273.11432,283.83957,287.48737,288.3023,288.63657,287.5438,299.27795,301.09912,298.8672,296.4584,279.61575,277.64597,264.5575,250.31242,238.10239,221.34999,210.08899,215.13385,207.8424,197.6199,194.87895,194.40543
106,179.70415,179.11586,181.3129,179.3971,182.51512,178.98424,181.47594,180.93996,178.79948,179.16655,180.5716,178.59573,183.72935,186.29105,186.7507,187.27954,185.19057,186.07268,185.13043,183.48877,186.54381,186.9016,192.583,195.74068
107,139.03679,139.01338,139.84904,140.93274,139.79341,140.41667,140.12999,139.88641,141.26971,139.80489,142.22516,139.51779,140.19807,141.07066,141.18776,140.67741,139.31339,141.11389,141.05312,142.48093,141.63516,141.06247,140.26363,139.84018
108,184.38177,182.77847,185.87415,184.58765,194.09909,203.91167,213.5611,212.56667,214.19695,214.58795,216.46162,215.19131,212.47714,214.29573,215.30841,216.0424,219.42647,223.08543,233.38701,235.12044,239.6812,242.00746,221.27007,209.97722
109,369.9504,373.14832,369.89102,371.1309,376.71744,377.55045,376.41052,380.7828,387.46936,381.30344,383.82785,385.9487,380.3561,390.7181,391.03403,388.20264,389.84958,393.20578,388.01294,366.25107,366.8975,367.7473,370.76495,358.9477
110,181.44446,178.13733,180.61601,180.77316,182.10124,182.65477,182.19073,182.21327,181.60948,181.63489,179.02695,178.53912,179.92818,181.76466,180.19495,187.33733,184.05878,180.08682,180.5676,182.3454,182.0417,182.19243,178.07535,183.68092
111,143.68947,141.41513,141.39445,143.27518,140.02313,144.11336,141.68262,141.14589,142.05522,142.02649,140.77007,142.02194,143.07683,143.26173,142.26843,143.34805,143.00946,142.70903,142.93022,143.11237,143.97241,143.13776,143.64165,142.87833
112,250.97636,249.42307,251.1365,248.79997,239.60632,233.44708,240.68082,231.0524,231.33755,229.15474,229.04996,223.27551,217.63808,222.92184,231.76138,233.64714,236.01048,237.13182,238.72787,241.63998,249.30254,262.31323,272.17987,282.71942
