index,num_epochs,batch_num,learning_rate,input_size,hidden_size,num_layers,num_classes,seq_length,pred_length,train_size,test_size,validation_size,criterion,criterion,optimizer,validation loss,test_mae_loss,test_mape_loss
0,1000,1,0.008,8,4,1,24,48,24,55000,5000,10000,huber_0.022,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.008
    weight_decay: 0
)",0.00039342878153547645,17.488539,0.069761924
